split,file_stem,status,warning,saved_files
train,IMG_1666_jpg.rf.TsZ9GoVgpfzZx7RuZmzg,ok,,C:\Users\eymen\Desktop\Mehmet Ersolak\OCR_Sinav_Crop_CRNN\data\cropped_fields\not\train_IMG_1666_jpg.rf.TsZ9GoVgpfzZx7RuZmzg_not.jpg | C:\Users\eymen\Desktop\Mehmet Ersolak\OCR_Sinav_Crop_CRNN\data\cropped_fields\ogrenci_numara\train_IMG_1666_jpg.rf.TsZ9GoVgpfzZx7RuZmzg_ogrenci_numara.jpg
train,IMG_1667_jpg.rf.jF7lMTtsIPsgT8UPuvaO,ok,,C:\Users\eymen\Desktop\Mehmet Ersolak\OCR_Sinav_Crop_CRNN\data\cropped_fields\not\train_IMG_1667_jpg.rf.jF7lMTtsIPsgT8UPuvaO_not.jpg | C:\Users\eymen\Desktop\Mehmet Ersolak\OCR_Sinav_Crop_CRNN\data\cropped_fields\ogrenci_numara\train_IMG_1667_jpg.rf.jF7lMTtsIPsgT8UPuvaO_ogrenci_numara.jpg
train,IMG_1668_jpg.rf.oncDbwp1t18FuLrDNUgM,ok,,C:\Users\eymen\Desktop\Mehmet Ersolak\OCR_Sinav_Crop_CRNN\data\cropped_fields\not\train_IMG_1668_jpg.rf.oncDbwp1t18FuLrDNUgM_not.jpg | C:\Users\eymen\Desktop\Mehmet Ersolak\OCR_Sinav_Crop_CRNN\data\cropped_fields\ogrenci_numara\train_IMG_1668_jpg.rf.oncDbwp1t18FuLrDNUgM_ogrenci_numara.jpg
train,IMG_1669_jpg.rf.czsjYDMEiJh3Th3qmQ4a,ok,,C:\Users\eymen\Desktop\Mehmet Ersolak\OCR_Sinav_Crop_CRNN\data\cropped_fields\not\train_IMG_1669_jpg.rf.czsjYDMEiJh3Th3qmQ4a_not.jpg | C:\Users\eymen\Desktop\Mehmet Ersolak\OCR_Sinav_Crop_CRNN\data\cropped_fields\ogrenci_numara\train_IMG_1669_jpg.rf.czsjYDMEiJh3Th3qmQ4a_ogrenci_numara.jpg
train,IMG_1670_jpg.rf.DpPtkmVSVP4SEsR7KufP,ok,,C:\Users\eymen\Desktop\Mehmet Ersolak\OCR_Sinav_Crop_CRNN\data\cropped_fields\not\train_IMG_1670_jpg.rf.DpPtkmVSVP4SEsR7KufP_not.jpg | C:\Users\eymen\Desktop\Mehmet Ersolak\OCR_Sinav_Crop_CRNN\data\cropped_fields\ogrenci_numara\train_IMG_1670_jpg.rf.DpPtkmVSVP4SEsR7KufP_ogrenci_numara.jpg
train,IMG_1671_jpg.rf.BRymYjBoZJDIv8ARC6aM,ok,,C:\Users\eymen\Desktop\Mehmet Ersolak\OCR_Sinav_Crop_CRNN\data\cropped_fields\not\train_IMG_1671_jpg.rf.BRymYjBoZJDIv8ARC6aM_not.jpg | C:\Users\eymen\Desktop\Mehmet Ersolak\OCR_Sinav_Crop_CRNN\data\cropped_fields\ogrenci_numara\train_IMG_1671_jpg.rf.BRymYjBoZJDIv8ARC6aM_ogrenci_numara.jpg
train,IMG_1672_jpg.rf.mxTGh9s3VHdM4hoRRu36,ok,,C:\Users\eymen\Desktop\Mehmet Ersolak\OCR_Sinav_Crop_CRNN\data\cropped_fields\not\train_IMG_1672_jpg.rf.mxTGh9s3VHdM4hoRRu36_not.jpg | C:\Users\eymen\Desktop\Mehmet Ersolak\OCR_Sinav_Crop_CRNN\data\cropped_fields\ogrenci_numara\train_IMG_1672_jpg.rf.mxTGh9s3VHdM4hoRRu36_ogrenci_numara.jpg
train,IMG_1673_jpg.rf.OdPwORsGoxhaqvNFDpbT,ok,,C:\Users\eymen\Desktop\Mehmet Ersolak\OCR_Sinav_Crop_CRNN\data\cropped_fields\not\train_IMG_1673_jpg.rf.OdPwORsGoxhaqvNFDpbT_not.jpg | C:\Users\eymen\Desktop\Mehmet Ersolak\OCR_Sinav_Crop_CRNN\data\cropped_fields\ogrenci_numara\train_IMG_1673_jpg.rf.OdPwORsGoxhaqvNFDpbT_ogrenci_numara.jpg
train,IMG_1674_jpg.rf.mq09y2dn5X3PNZhIgemI,ok,,C:\Users\eymen\Desktop\Mehmet Ersolak\OCR_Sinav_Crop_CRNN\data\cropped_fields\not\train_IMG_1674_jpg.rf.mq09y2dn5X3PNZhIgemI_not.jpg | C:\Users\eymen\Desktop\Mehmet Ersolak\OCR_Sinav_Crop_CRNN\data\cropped_fields\ogrenci_numara\train_IMG_1674_jpg.rf.mq09y2dn5X3PNZhIgemI_ogrenci_numara.jpg
train,IMG_1677_jpg.rf.vLEFGx0w0ANohDhZvDx5,ok,,C:\Users\eymen\Desktop\Mehmet Ersolak\OCR_Sinav_Crop_CRNN\data\cropped_fields\not\train_IMG_1677_jpg.rf.vLEFGx0w0ANohDhZvDx5_not.jpg | C:\Users\eymen\Desktop\Mehmet Ersolak\OCR_Sinav_Crop_CRNN\data\cropped_fields\ogrenci_numara\train_IMG_1677_jpg.rf.vLEFGx0w0ANohDhZvDx5_ogrenci_numara.jpg
train,IMG_1678_jpg.rf.SYHu1GinejiCAfGSB6bg,ok,,C:\Users\eymen\Desktop\Mehmet Ersolak\OCR_Sinav_Crop_CRNN\data\cropped_fields\not\train_IMG_1678_jpg.rf.SYHu1GinejiCAfGSB6bg_not.jpg | C:\Users\eymen\Desktop\Mehmet Ersolak\OCR_Sinav_Crop_CRNN\data\cropped_fields\ogrenci_numara\train_IMG_1678_jpg.rf.SYHu1GinejiCAfGSB6bg_ogrenci_numara.jpg
train,IMG_1679_jpg.rf.WUQ9XwFasHpnBFzZFksG,ok,,C:\Users\eymen\Desktop\Mehmet Ersolak\OCR_Sinav_Crop_CRNN\data\cropped_fields\not\train_IMG_1679_jpg.rf.WUQ9XwFasHpnBFzZFksG_not.jpg | C:\Users\eymen\Desktop\Mehmet Ersolak\OCR_Sinav_Crop_CRNN\data\cropped_fields\ogrenci_numara\train_IMG_1679_jpg.rf.WUQ9XwFasHpnBFzZFksG_ogrenci_numara.jpg
train,IMG_1680_jpg.rf.bET2syBPFXckzRwR3bM7,ok,,C:\Users\eymen\Desktop\Mehmet Ersolak\OCR_Sinav_Crop_CRNN\data\cropped_fields\not\train_IMG_1680_jpg.rf.bET2syBPFXckzRwR3bM7_not.jpg | C:\Users\eymen\Desktop\Mehmet Ersolak\OCR_Sinav_Crop_CRNN\data\cropped_fields\ogrenci_numara\train_IMG_1680_jpg.rf.bET2syBPFXckzRwR3bM7_ogrenci_numara.jpg
train,IMG_1681_jpg.rf.QB1u0mThpkTmtG5oq0wH,ok,,C:\Users\eymen\Desktop\Mehmet Ersolak\OCR_Sinav_Crop_CRNN\data\cropped_fields\not\train_IMG_1681_jpg.rf.QB1u0mThpkTmtG5oq0wH_not.jpg | C:\Users\eymen\Desktop\Mehmet Ersolak\OCR_Sinav_Crop_CRNN\data\cropped_fields\ogrenci_numara\train_IMG_1681_jpg.rf.QB1u0mThpkTmtG5oq0wH_ogrenci_numara.jpg
train,IMG_1682_jpg.rf.I8CYvsqfT0HckYidlQ5F,ok,,C:\Users\eymen\Desktop\Mehmet Ersolak\OCR_Sinav_Crop_CRNN\data\cropped_fields\not\train_IMG_1682_jpg.rf.I8CYvsqfT0HckYidlQ5F_not.jpg | C:\Users\eymen\Desktop\Mehmet Ersolak\OCR_Sinav_Crop_CRNN\data\cropped_fields\ogrenci_numara\train_IMG_1682_jpg.rf.I8CYvsqfT0HckYidlQ5F_ogrenci_numara.jpg
train,IMG_1683_jpg.rf.tqJoixh0HqTKXtZ8UnTQ,ok,,C:\Users\eymen\Desktop\Mehmet Ersolak\OCR_Sinav_Crop_CRNN\data\cropped_fields\not\train_IMG_1683_jpg.rf.tqJoixh0HqTKXtZ8UnTQ_not.jpg | C:\Users\eymen\Desktop\Mehmet Ersolak\OCR_Sinav_Crop_CRNN\data\cropped_fields\ogrenci_numara\train_IMG_1683_jpg.rf.tqJoixh0HqTKXtZ8UnTQ_ogrenci_numara.jpg
train,IMG_1684_jpg.rf.XHWOCR1AFytQxtYTrZo7,ok,,C:\Users\eymen\Desktop\Mehmet Ersolak\OCR_Sinav_Crop_CRNN\data\cropped_fields\not\train_IMG_1684_jpg.rf.XHWOCR1AFytQxtYTrZo7_not.jpg | C:\Users\eymen\Desktop\Mehmet Ersolak\OCR_Sinav_Crop_CRNN\data\cropped_fields\ogrenci_numara\train_IMG_1684_jpg.rf.XHWOCR1AFytQxtYTrZo7_ogrenci_numara.jpg
train,IMG_1685_jpg.rf.eroUc7DdHvAezRF71Iwy,ok,,C:\Users\eymen\Desktop\Mehmet Ersolak\OCR_Sinav_Crop_CRNN\data\cropped_fields\not\train_IMG_1685_jpg.rf.eroUc7DdHvAezRF71Iwy_not.jpg | C:\Users\eymen\Desktop\Mehmet Ersolak\OCR_Sinav_Crop_CRNN\data\cropped_fields\ogrenci_numara\train_IMG_1685_jpg.rf.eroUc7DdHvAezRF71Iwy_ogrenci_numara.jpg
train,IMG_1686_jpg.rf.eX4JY3f6IyGHwFYNHYg7,ok,,C:\Users\eymen\Desktop\Mehmet Ersolak\OCR_Sinav_Crop_CRNN\data\cropped_fields\not\train_IMG_1686_jpg.rf.eX4JY3f6IyGHwFYNHYg7_not.jpg | C:\Users\eymen\Desktop\Mehmet Ersolak\OCR_Sinav_Crop_CRNN\data\cropped_fields\ogrenci_numara\train_IMG_1686_jpg.rf.eX4JY3f6IyGHwFYNHYg7_ogrenci_numara.jpg
train,IMG_1688_jpg.rf.hCLFvz9jjWng8yYILoC0,ok,,C:\Users\eymen\Desktop\Mehmet Ersolak\OCR_Sinav_Crop_CRNN\data\cropped_fields\not\train_IMG_1688_jpg.rf.hCLFvz9jjWng8yYILoC0_not.jpg | C:\Users\eymen\Desktop\Mehmet Ersolak\OCR_Sinav_Crop_CRNN\data\cropped_fields\ogrenci_numara\train_IMG_1688_jpg.rf.hCLFvz9jjWng8yYILoC0_ogrenci_numara.jpg
train,IMG_1689_jpg.rf.LfOTpJRX6q1xzR28f4fT,ok,,C:\Users\eymen\Desktop\Mehmet Ersolak\OCR_Sinav_Crop_CRNN\data\cropped_fields\not\train_IMG_1689_jpg.rf.LfOTpJRX6q1xzR28f4fT_not.jpg | C:\Users\eymen\Desktop\Mehmet Ersolak\OCR_Sinav_Crop_CRNN\data\cropped_fields\ogrenci_numara\train_IMG_1689_jpg.rf.LfOTpJRX6q1xzR28f4fT_ogrenci_numara.jpg
train,IMG_1691_jpg.rf.DJiY0rNHFoLyHh0nEKY2,ok,,C:\Users\eymen\Desktop\Mehmet Ersolak\OCR_Sinav_Crop_CRNN\data\cropped_fields\not\train_IMG_1691_jpg.rf.DJiY0rNHFoLyHh0nEKY2_not.jpg | C:\Users\eymen\Desktop\Mehmet Ersolak\OCR_Sinav_Crop_CRNN\data\cropped_fields\ogrenci_numara\train_IMG_1691_jpg.rf.DJiY0rNHFoLyHh0nEKY2_ogrenci_numara.jpg
train,IMG_1692_jpg.rf.NWSxvdxOGId77zIE31l6,ok,,C:\Users\eymen\Desktop\Mehmet Ersolak\OCR_Sinav_Crop_CRNN\data\cropped_fields\not\train_IMG_1692_jpg.rf.NWSxvdxOGId77zIE31l6_not.jpg | C:\Users\eymen\Desktop\Mehmet Ersolak\OCR_Sinav_Crop_CRNN\data\cropped_fields\ogrenci_numara\train_IMG_1692_jpg.rf.NWSxvdxOGId77zIE31l6_ogrenci_numara.jpg
train,IMG_1693_jpg.rf.XxxkOwn38utGxEwA2jQA,ok,,C:\Users\eymen\Desktop\Mehmet Ersolak\OCR_Sinav_Crop_CRNN\data\cropped_fields\not\train_IMG_1693_jpg.rf.XxxkOwn38utGxEwA2jQA_not.jpg | C:\Users\eymen\Desktop\Mehmet Ersolak\OCR_Sinav_Crop_CRNN\data\cropped_fields\ogrenci_numara\train_IMG_1693_jpg.rf.XxxkOwn38utGxEwA2jQA_ogrenci_numara.jpg
train,IMG_1695_jpg.rf.jGFSoMaWLshloKVfPQPc,ok,,C:\Users\eymen\Desktop\Mehmet Ersolak\OCR_Sinav_Crop_CRNN\data\cropped_fields\not\train_IMG_1695_jpg.rf.jGFSoMaWLshloKVfPQPc_not.jpg | C:\Users\eymen\Desktop\Mehmet Ersolak\OCR_Sinav_Crop_CRNN\data\cropped_fields\ogrenci_numara\train_IMG_1695_jpg.rf.jGFSoMaWLshloKVfPQPc_ogrenci_numara.jpg
train,IMG_1696_jpg.rf.joe1gq2Qy1FgTFbTRIzm,ok,,C:\Users\eymen\Desktop\Mehmet Ersolak\OCR_Sinav_Crop_CRNN\data\cropped_fields\not\train_IMG_1696_jpg.rf.joe1gq2Qy1FgTFbTRIzm_not.jpg | C:\Users\eymen\Desktop\Mehmet Ersolak\OCR_Sinav_Crop_CRNN\data\cropped_fields\ogrenci_numara\train_IMG_1696_jpg.rf.joe1gq2Qy1FgTFbTRIzm_ogrenci_numara.jpg
train,IMG_1697_jpg.rf.pjMpZfVcswGep6qH52gh,ok,,C:\Users\eymen\Desktop\Mehmet Ersolak\OCR_Sinav_Crop_CRNN\data\cropped_fields\not\train_IMG_1697_jpg.rf.pjMpZfVcswGep6qH52gh_not.jpg | C:\Users\eymen\Desktop\Mehmet Ersolak\OCR_Sinav_Crop_CRNN\data\cropped_fields\ogrenci_numara\train_IMG_1697_jpg.rf.pjMpZfVcswGep6qH52gh_ogrenci_numara.jpg
train,IMG_1699_jpg.rf.XepSTwwulocMWkg8G3LS,ok,,C:\Users\eymen\Desktop\Mehmet Ersolak\OCR_Sinav_Crop_CRNN\data\cropped_fields\not\train_IMG_1699_jpg.rf.XepSTwwulocMWkg8G3LS_not.jpg | C:\Users\eymen\Desktop\Mehmet Ersolak\OCR_Sinav_Crop_CRNN\data\cropped_fields\ogrenci_numara\train_IMG_1699_jpg.rf.XepSTwwulocMWkg8G3LS_ogrenci_numara.jpg
train,IMG_1700_jpg.rf.eCuhDC5pmBeWuOwJllYZ,ok,,C:\Users\eymen\Desktop\Mehmet Ersolak\OCR_Sinav_Crop_CRNN\data\cropped_fields\not\train_IMG_1700_jpg.rf.eCuhDC5pmBeWuOwJllYZ_not.jpg | C:\Users\eymen\Desktop\Mehmet Ersolak\OCR_Sinav_Crop_CRNN\data\cropped_fields\ogrenci_numara\train_IMG_1700_jpg.rf.eCuhDC5pmBeWuOwJllYZ_ogrenci_numara.jpg
train,IMG_1702_jpg.rf.EXUFgYZSeoFxeYpIVV4D,ok,,C:\Users\eymen\Desktop\Mehmet Ersolak\OCR_Sinav_Crop_CRNN\data\cropped_fields\not\train_IMG_1702_jpg.rf.EXUFgYZSeoFxeYpIVV4D_not.jpg | C:\Users\eymen\Desktop\Mehmet Ersolak\OCR_Sinav_Crop_CRNN\data\cropped_fields\ogrenci_numara\train_IMG_1702_jpg.rf.EXUFgYZSeoFxeYpIVV4D_ogrenci_numara.jpg
train,IMG_1703_jpg.rf.LZOadkX5yh0U18aeO1hy,ok,,C:\Users\eymen\Desktop\Mehmet Ersolak\OCR_Sinav_Crop_CRNN\data\cropped_fields\not\train_IMG_1703_jpg.rf.LZOadkX5yh0U18aeO1hy_not.jpg | C:\Users\eymen\Desktop\Mehmet Ersolak\OCR_Sinav_Crop_CRNN\data\cropped_fields\ogrenci_numara\train_IMG_1703_jpg.rf.LZOadkX5yh0U18aeO1hy_ogrenci_numara.jpg
train,IMG_1704_jpg.rf.OnMQkXL6KsQWO1xkCh1o,ok,,C:\Users\eymen\Desktop\Mehmet Ersolak\OCR_Sinav_Crop_CRNN\data\cropped_fields\not\train_IMG_1704_jpg.rf.OnMQkXL6KsQWO1xkCh1o_not.jpg | C:\Users\eymen\Desktop\Mehmet Ersolak\OCR_Sinav_Crop_CRNN\data\cropped_fields\ogrenci_numara\train_IMG_1704_jpg.rf.OnMQkXL6KsQWO1xkCh1o_ogrenci_numara.jpg
train,IMG_1705_jpg.rf.eGhuRnx7MXqFVjRNRMMO,ok,,C:\Users\eymen\Desktop\Mehmet Ersolak\OCR_Sinav_Crop_CRNN\data\cropped_fields\not\train_IMG_1705_jpg.rf.eGhuRnx7MXqFVjRNRMMO_not.jpg | C:\Users\eymen\Desktop\Mehmet Ersolak\OCR_Sinav_Crop_CRNN\data\cropped_fields\ogrenci_numara\train_IMG_1705_jpg.rf.eGhuRnx7MXqFVjRNRMMO_ogrenci_numara.jpg
train,IMG_1706_jpg.rf.dgXP9p0gSxzsfdtLb801,ok,,C:\Users\eymen\Desktop\Mehmet Ersolak\OCR_Sinav_Crop_CRNN\data\cropped_fields\not\train_IMG_1706_jpg.rf.dgXP9p0gSxzsfdtLb801_not.jpg | C:\Users\eymen\Desktop\Mehmet Ersolak\OCR_Sinav_Crop_CRNN\data\cropped_fields\ogrenci_numara\train_IMG_1706_jpg.rf.dgXP9p0gSxzsfdtLb801_ogrenci_numara.jpg
train,IMG_1707_jpg.rf.SqpHb2qsSrHeLXC9xrN0,ok,,C:\Users\eymen\Desktop\Mehmet Ersolak\OCR_Sinav_Crop_CRNN\data\cropped_fields\not\train_IMG_1707_jpg.rf.SqpHb2qsSrHeLXC9xrN0_not.jpg | C:\Users\eymen\Desktop\Mehmet Ersolak\OCR_Sinav_Crop_CRNN\data\cropped_fields\ogrenci_numara\train_IMG_1707_jpg.rf.SqpHb2qsSrHeLXC9xrN0_ogrenci_numara.jpg
train,IMG_1709_jpg.rf.jtEb4fDSILSVtl6e673B,ok,,C:\Users\eymen\Desktop\Mehmet Ersolak\OCR_Sinav_Crop_CRNN\data\cropped_fields\not\train_IMG_1709_jpg.rf.jtEb4fDSILSVtl6e673B_not.jpg | C:\Users\eymen\Desktop\Mehmet Ersolak\OCR_Sinav_Crop_CRNN\data\cropped_fields\ogrenci_numara\train_IMG_1709_jpg.rf.jtEb4fDSILSVtl6e673B_ogrenci_numara.jpg
train,IMG_1710_jpg.rf.MOXyUEalxj0NeBUD1Op2,ok,,C:\Users\eymen\Desktop\Mehmet Ersolak\OCR_Sinav_Crop_CRNN\data\cropped_fields\not\train_IMG_1710_jpg.rf.MOXyUEalxj0NeBUD1Op2_not.jpg | C:\Users\eymen\Desktop\Mehmet Ersolak\OCR_Sinav_Crop_CRNN\data\cropped_fields\ogrenci_numara\train_IMG_1710_jpg.rf.MOXyUEalxj0NeBUD1Op2_ogrenci_numara.jpg
train,IMG_1712_jpg.rf.jNJKeGEeZmG8EBAE84Ao,ok,,C:\Users\eymen\Desktop\Mehmet Ersolak\OCR_Sinav_Crop_CRNN\data\cropped_fields\not\train_IMG_1712_jpg.rf.jNJKeGEeZmG8EBAE84Ao_not.jpg | C:\Users\eymen\Desktop\Mehmet Ersolak\OCR_Sinav_Crop_CRNN\data\cropped_fields\ogrenci_numara\train_IMG_1712_jpg.rf.jNJKeGEeZmG8EBAE84Ao_ogrenci_numara.jpg
train,IMG_1713_jpg.rf.N6X9rh7N9umpPzokTcGf,ok,,C:\Users\eymen\Desktop\Mehmet Ersolak\OCR_Sinav_Crop_CRNN\data\cropped_fields\not\train_IMG_1713_jpg.rf.N6X9rh7N9umpPzokTcGf_not.jpg | C:\Users\eymen\Desktop\Mehmet Ersolak\OCR_Sinav_Crop_CRNN\data\cropped_fields\ogrenci_numara\train_IMG_1713_jpg.rf.N6X9rh7N9umpPzokTcGf_ogrenci_numara.jpg
train,IMG_1714_jpg.rf.u0YHLYocAjNWBEvpXdlg,ok,,C:\Users\eymen\Desktop\Mehmet Ersolak\OCR_Sinav_Crop_CRNN\data\cropped_fields\not\train_IMG_1714_jpg.rf.u0YHLYocAjNWBEvpXdlg_not.jpg | C:\Users\eymen\Desktop\Mehmet Ersolak\OCR_Sinav_Crop_CRNN\data\cropped_fields\ogrenci_numara\train_IMG_1714_jpg.rf.u0YHLYocAjNWBEvpXdlg_ogrenci_numara.jpg
train,IMG_1715_jpg.rf.XwKbka41UfzTZ0J7S6kU,ok,,C:\Users\eymen\Desktop\Mehmet Ersolak\OCR_Sinav_Crop_CRNN\data\cropped_fields\not\train_IMG_1715_jpg.rf.XwKbka41UfzTZ0J7S6kU_not.jpg | C:\Users\eymen\Desktop\Mehmet Ersolak\OCR_Sinav_Crop_CRNN\data\cropped_fields\ogrenci_numara\train_IMG_1715_jpg.rf.XwKbka41UfzTZ0J7S6kU_ogrenci_numara.jpg
train,IMG_1716_jpg.rf.O5ClbJFjWtvYjectEs7s,ok,,C:\Users\eymen\Desktop\Mehmet Ersolak\OCR_Sinav_Crop_CRNN\data\cropped_fields\not\train_IMG_1716_jpg.rf.O5ClbJFjWtvYjectEs7s_not.jpg | C:\Users\eymen\Desktop\Mehmet Ersolak\OCR_Sinav_Crop_CRNN\data\cropped_fields\ogrenci_numara\train_IMG_1716_jpg.rf.O5ClbJFjWtvYjectEs7s_ogrenci_numara.jpg
train,IMG_1717_jpg.rf.QsLxBzGGPcYP7ZcvFtrG,ok,,C:\Users\eymen\Desktop\Mehmet Ersolak\OCR_Sinav_Crop_CRNN\data\cropped_fields\not\train_IMG_1717_jpg.rf.QsLxBzGGPcYP7ZcvFtrG_not.jpg | C:\Users\eymen\Desktop\Mehmet Ersolak\OCR_Sinav_Crop_CRNN\data\cropped_fields\ogrenci_numara\train_IMG_1717_jpg.rf.QsLxBzGGPcYP7ZcvFtrG_ogrenci_numara.jpg
train,IMG_1718_jpg.rf.RUnwJCfy9RbKJFM0XbvS,ok,,C:\Users\eymen\Desktop\Mehmet Ersolak\OCR_Sinav_Crop_CRNN\data\cropped_fields\not\train_IMG_1718_jpg.rf.RUnwJCfy9RbKJFM0XbvS_not.jpg | C:\Users\eymen\Desktop\Mehmet Ersolak\OCR_Sinav_Crop_CRNN\data\cropped_fields\ogrenci_numara\train_IMG_1718_jpg.rf.RUnwJCfy9RbKJFM0XbvS_ogrenci_numara.jpg
train,IMG_1719_jpg.rf.tk1zNCHWsfx18U8RkV2l,ok,,C:\Users\eymen\Desktop\Mehmet Ersolak\OCR_Sinav_Crop_CRNN\data\cropped_fields\not\train_IMG_1719_jpg.rf.tk1zNCHWsfx18U8RkV2l_not.jpg | C:\Users\eymen\Desktop\Mehmet Ersolak\OCR_Sinav_Crop_CRNN\data\cropped_fields\ogrenci_numara\train_IMG_1719_jpg.rf.tk1zNCHWsfx18U8RkV2l_ogrenci_numara.jpg
train,IMG_1720_jpg.rf.HW6FEsZgWhJYjLP15Lfy,ok,,C:\Users\eymen\Desktop\Mehmet Ersolak\OCR_Sinav_Crop_CRNN\data\cropped_fields\not\train_IMG_1720_jpg.rf.HW6FEsZgWhJYjLP15Lfy_not.jpg | C:\Users\eymen\Desktop\Mehmet Ersolak\OCR_Sinav_Crop_CRNN\data\cropped_fields\ogrenci_numara\train_IMG_1720_jpg.rf.HW6FEsZgWhJYjLP15Lfy_ogrenci_numara.jpg
train,IMG_1721_jpg.rf.lDkA6nBPKyktYueCTJlD,ok,,C:\Users\eymen\Desktop\Mehmet Ersolak\OCR_Sinav_Crop_CRNN\data\cropped_fields\not\train_IMG_1721_jpg.rf.lDkA6nBPKyktYueCTJlD_not.jpg | C:\Users\eymen\Desktop\Mehmet Ersolak\OCR_Sinav_Crop_CRNN\data\cropped_fields\ogrenci_numara\train_IMG_1721_jpg.rf.lDkA6nBPKyktYueCTJlD_ogrenci_numara.jpg
train,IMG_1722_jpg.rf.mwKW3sWioJp04KA7njC9,ok,,C:\Users\eymen\Desktop\Mehmet Ersolak\OCR_Sinav_Crop_CRNN\data\cropped_fields\not\train_IMG_1722_jpg.rf.mwKW3sWioJp04KA7njC9_not.jpg | C:\Users\eymen\Desktop\Mehmet Ersolak\OCR_Sinav_Crop_CRNN\data\cropped_fields\ogrenci_numara\train_IMG_1722_jpg.rf.mwKW3sWioJp04KA7njC9_ogrenci_numara.jpg
train,IMG_1723_jpg.rf.dd8ZxfXd6zpBOgKJf0vd,ok,,C:\Users\eymen\Desktop\Mehmet Ersolak\OCR_Sinav_Crop_CRNN\data\cropped_fields\not\train_IMG_1723_jpg.rf.dd8ZxfXd6zpBOgKJf0vd_not.jpg | C:\Users\eymen\Desktop\Mehmet Ersolak\OCR_Sinav_Crop_CRNN\data\cropped_fields\ogrenci_numara\train_IMG_1723_jpg.rf.dd8ZxfXd6zpBOgKJf0vd_ogrenci_numara.jpg
train,IMG_1724_jpg.rf.MY5PFRlbWEOm7RLHjGuR,ok,,C:\Users\eymen\Desktop\Mehmet Ersolak\OCR_Sinav_Crop_CRNN\data\cropped_fields\not\train_IMG_1724_jpg.rf.MY5PFRlbWEOm7RLHjGuR_not.jpg | C:\Users\eymen\Desktop\Mehmet Ersolak\OCR_Sinav_Crop_CRNN\data\cropped_fields\ogrenci_numara\train_IMG_1724_jpg.rf.MY5PFRlbWEOm7RLHjGuR_ogrenci_numara.jpg
train,IMG_1725_jpg.rf.jXpEwjVFBMgZPEJLCLBh,ok,,C:\Users\eymen\Desktop\Mehmet Ersolak\OCR_Sinav_Crop_CRNN\data\cropped_fields\not\train_IMG_1725_jpg.rf.jXpEwjVFBMgZPEJLCLBh_not.jpg | C:\Users\eymen\Desktop\Mehmet Ersolak\OCR_Sinav_Crop_CRNN\data\cropped_fields\ogrenci_numara\train_IMG_1725_jpg.rf.jXpEwjVFBMgZPEJLCLBh_ogrenci_numara.jpg
train,IMG_1726_jpg.rf.avtIvoXTODBpQFaxRxO5,ok,,C:\Users\eymen\Desktop\Mehmet Ersolak\OCR_Sinav_Crop_CRNN\data\cropped_fields\not\train_IMG_1726_jpg.rf.avtIvoXTODBpQFaxRxO5_not.jpg | C:\Users\eymen\Desktop\Mehmet Ersolak\OCR_Sinav_Crop_CRNN\data\cropped_fields\ogrenci_numara\train_IMG_1726_jpg.rf.avtIvoXTODBpQFaxRxO5_ogrenci_numara.jpg
train,IMG_1727_jpg.rf.orDfylyXpmaNKW66JNrL,ok,,C:\Users\eymen\Desktop\Mehmet Ersolak\OCR_Sinav_Crop_CRNN\data\cropped_fields\not\train_IMG_1727_jpg.rf.orDfylyXpmaNKW66JNrL_not.jpg | C:\Users\eymen\Desktop\Mehmet Ersolak\OCR_Sinav_Crop_CRNN\data\cropped_fields\ogrenci_numara\train_IMG_1727_jpg.rf.orDfylyXpmaNKW66JNrL_ogrenci_numara.jpg
train,IMG_1728_jpg.rf.YaeFS3tKeXHPMAy88idW,ok,,C:\Users\eymen\Desktop\Mehmet Ersolak\OCR_Sinav_Crop_CRNN\data\cropped_fields\not\train_IMG_1728_jpg.rf.YaeFS3tKeXHPMAy88idW_not.jpg | C:\Users\eymen\Desktop\Mehmet Ersolak\OCR_Sinav_Crop_CRNN\data\cropped_fields\ogrenci_numara\train_IMG_1728_jpg.rf.YaeFS3tKeXHPMAy88idW_ogrenci_numara.jpg
train,IMG_1729_jpg.rf.lU1kHD21tnZ8pusw227q,ok,,C:\Users\eymen\Desktop\Mehmet Ersolak\OCR_Sinav_Crop_CRNN\data\cropped_fields\not\train_IMG_1729_jpg.rf.lU1kHD21tnZ8pusw227q_not.jpg | C:\Users\eymen\Desktop\Mehmet Ersolak\OCR_Sinav_Crop_CRNN\data\cropped_fields\ogrenci_numara\train_IMG_1729_jpg.rf.lU1kHD21tnZ8pusw227q_ogrenci_numara.jpg
train,IMG_1730_jpg.rf.c41kU12tdTtkOpGUloWE,ok,,C:\Users\eymen\Desktop\Mehmet Ersolak\OCR_Sinav_Crop_CRNN\data\cropped_fields\not\train_IMG_1730_jpg.rf.c41kU12tdTtkOpGUloWE_not.jpg | C:\Users\eymen\Desktop\Mehmet Ersolak\OCR_Sinav_Crop_CRNN\data\cropped_fields\ogrenci_numara\train_IMG_1730_jpg.rf.c41kU12tdTtkOpGUloWE_ogrenci_numara.jpg
